!CSV A.01.01
!Keysight Technologies,P5004B,MY61400324,A.19.30.21
!Date: Thursday, November 06, 2025 15:38:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S11(DB),S11(DEG)
6588805850.2646,-0.011146293,-37.992157,-0.011146293,-37.992157
6588831590.5686,-0.0056333323,-37.967091,-0.0056333323,-37.967091
6588857330.8726,-0.0080398535,-38.051544,-0.0080398535,-38.051544
6588883071.1766,-0.0094682695,-38.058399,-0.0094682695,-38.058399
6588908811.4806,-0.014131855,-38.075119,-0.014131855,-38.075119
6588934551.7846,-0.010153464,-38.076447,-0.010153464,-38.076447
6588960292.0886,-0.0078111221,-38.074173,-0.0078111221,-38.074173
6588986032.3926,-0.010762732,-38.069782,-0.010762732,-38.069782
6589011772.6966,-0.012356627,-38.10228,-0.012356627,-38.10228
6589037513.0006,-0.016387185,-38.147545,-0.016387185,-38.147545
6589063253.3047,-0.0073876637,-38.141151,-0.0073876637,-38.141151
6589088993.6087,-0.013353335,-38.145393,-0.013353335,-38.145393
6589114733.9127,-0.0048589245,-38.141098,-0.0048589245,-38.141098
6589140474.2167,-0.0087001817,-38.136772,-0.0087001817,-38.136772
6589166214.5207,-0.0077854488,-38.181244,-0.0077854488,-38.181244
6589191954.8247,-0.011598669,-38.207058,-0.011598669,-38.207058
6589217695.1287,-0.0083355103,-38.214935,-0.0083355103,-38.214935
6589243435.4327,-0.0075134262,-38.220272,-0.0075134262,-38.220272
6589269175.7367,-0.009489283,-38.236622,-0.009489283,-38.236622
6589294916.0407,-0.0059394534,-38.267265,-0.0059394534,-38.267265
6589320656.3447,-0.011100876,-38.250298,-0.011100876,-38.250298
6589346396.6487,-0.0089271441,-38.304478,-0.0089271441,-38.304478
6589372136.9527,-0.0059806686,-38.313137,-0.0059806686,-38.313137
6589397877.2567,-0.0065504634,-38.3148,-0.0065504634,-38.3148
6589423617.5607,-0.01182734,-38.306377,-0.01182734,-38.306377
6589449357.8647,-0.0065157241,-38.34119,-0.0065157241,-38.34119
6589475098.1687,-0.0074957935,-38.336971,-0.0074957935,-38.336971
6589500838.4727,-0.0054508625,-38.386631,-0.0054508625,-38.386631
6589526578.7767,-0.013772441,-38.380672,-0.013772441,-38.380672
6589552319.0808,-0.012099893,-38.379807,-0.012099893,-38.379807
6589578059.3848,-0.0073674382,-38.391689,-0.0073674382,-38.391689
6589603799.6888,-0.0098888176,-38.440834,-0.0098888176,-38.440834
6589629539.9928,-0.013278035,-38.457851,-0.013278035,-38.457851
6589655280.2968,-0.012162711,-38.438831,-0.012162711,-38.438831
6589681020.6008,-0.012979964,-38.463684,-0.012979964,-38.463684
6589706760.9048,-0.0087922616,-38.513184,-0.0087922616,-38.513184
6589732501.2088,-0.007273573,-38.485157,-0.007273573,-38.485157
6589758241.5128,-0.0097266641,-38.52478,-0.0097266641,-38.52478
6589783981.8168,-0.0068836128,-38.510784,-0.0068836128,-38.510784
6589809722.1208,-0.010529706,-38.559338,-0.010529706,-38.559338
6589835462.4248,-0.010240646,-38.550953,-0.010240646,-38.550953
6589861202.7288,-0.010280604,-38.585373,-0.010280604,-38.585373
6589886943.0328,-0.0043199272,-38.612228,-0.0043199272,-38.612228
6589912683.3368,-0.010535933,-38.606873,-0.010535933,-38.606873
6589938423.6408,-0.0095401313,-38.646717,-0.0095401313,-38.646717
6589964163.9448,-0.0093818819,-38.64925,-0.0093818819,-38.64925
6589989904.2488,-0.012045381,-38.649982,-0.012045381,-38.649982
6590015644.5528,-0.0052611432,-38.677505,-0.0052611432,-38.677505
6590041384.8569,-0.012973733,-38.687263,-0.012973733,-38.687263
6590067125.1609,-0.0097884117,-38.722633,-0.0097884117,-38.722633
6590092865.4649,-0.008523548,-38.761555,-0.008523548,-38.761555
6590118605.7689,-0.0073487689,-38.761986,-0.0073487689,-38.761986
6590144346.0729,-0.0053544468,-38.787838,-0.0053544468,-38.787838
6590170086.3769,-0.004219132,-38.799618,-0.004219132,-38.799618
6590195826.6809,-0.0063062566,-38.857445,-0.0063062566,-38.857445
6590221566.9849,-0.011860046,-38.837975,-0.011860046,-38.837975
6590247307.2889,-0.0095712626,-38.870487,-0.0095712626,-38.870487
6590273047.5929,-0.015354192,-38.881962,-0.015354192,-38.881962
6590298787.8969,-0.0082141329,-38.894836,-0.0082141329,-38.894836
6590324528.2009,-0.0075813653,-38.913017,-0.0075813653,-38.913017
6590350268.5049,-0.0095256027,-38.934189,-0.0095256027,-38.934189
6590376008.8089,-0.0087284539,-38.964962,-0.0087284539,-38.964962
6590401749.1129,-0.007999137,-38.950874,-0.007999137,-38.950874
6590427489.4169,-0.0088622961,-39.013351,-0.0088622961,-39.013351
6590453229.7209,-0.010296692,-39.00148,-0.010296692,-39.00148
6590478970.0249,-0.011361185,-39.043922,-0.011361185,-39.043922
6590504710.3289,-0.010221964,-39.070351,-0.010221964,-39.070351
6590530450.633,-0.012715665,-39.072521,-0.012715665,-39.072521
6590556190.937,-0.016325865,-39.098953,-0.016325865,-39.098953
6590581931.241,-0.0088262409,-39.082413,-0.0088262409,-39.082413
6590607671.545,-0.0097518303,-39.138748,-0.0097518303,-39.138748
6590633411.849,-0.0079693133,-39.17458,-0.0079693133,-39.17458
6590659152.153,-0.011868871,-39.165604,-0.011868871,-39.165604
6590684892.457,-0.00667335,-39.180729,-0.00667335,-39.180729
6590710632.761,-0.013188196,-39.170921,-0.013188196,-39.170921
6590736373.065,-0.0090983463,-39.253441,-0.0090983463,-39.253441
6590762113.369,-0.0094218329,-39.241428,-0.0094218329,-39.241428
6590787853.673,-0.018857131,-39.293941,-0.018857131,-39.293941
6590813593.977,-0.009231681,-39.29121,-0.009231681,-39.29121
6590839334.281,-0.016359383,-39.317726,-0.016359383,-39.317726
6590865074.585,-0.014821423,-39.345924,-0.014821423,-39.345924
6590890814.889,-0.0095904609,-39.330608,-0.0095904609,-39.330608
6590916555.193,-0.012562492,-39.377079,-0.012562492,-39.377079
6590942295.497,-0.012127668,-39.374065,-0.012127668,-39.374065
6590968035.801,-0.017068015,-39.404236,-0.017068015,-39.404236
6590993776.105,-0.011320697,-39.419605,-0.011320697,-39.419605
6591019516.4091,-0.012512128,-39.453617,-0.012512128,-39.453617
6591045256.7131,-0.016590644,-39.442951,-0.016590644,-39.442951
6591070997.0171,-0.015010781,-39.480118,-0.015010781,-39.480118
6591096737.3211,-0.012377135,-39.480343,-0.012377135,-39.480343
6591122477.6251,-0.0080465963,-39.515091,-0.0080465963,-39.515091
6591148217.9291,-0.0061978973,-39.525032,-0.0061978973,-39.525032
6591173958.2331,-0.016773583,-39.569695,-0.016773583,-39.569695
6591199698.5371,-0.013955261,-39.540333,-0.013955261,-39.540333
6591225438.8411,-0.013587551,-39.575981,-0.013587551,-39.575981
6591251179.1451,-0.014151074,-39.588001,-0.014151074,-39.588001
6591276919.4491,-0.013665454,-39.574677,-0.013665454,-39.574677
6591302659.7531,-0.011501597,-39.616234,-0.011501597,-39.616234
6591328400.0571,-0.0085538942,-39.63332,-0.0085538942,-39.63332
6591354140.3611,-0.0092381667,-39.647499,-0.0092381667,-39.647499
6591379880.6651,-0.0070192134,-39.641445,-0.0070192134,-39.641445
6591405620.9691,-0.011779061,-39.672775,-0.011779061,-39.672775
6591431361.2731,-0.0062093032,-39.717888,-0.0062093032,-39.717888
6591457101.5771,-0.0050496631,-39.699261,-0.0050496631,-39.699261
6591482841.8811,-0.0051722475,-39.743572,-0.0051722475,-39.743572
6591508582.1852,-0.014866359,-39.721138,-0.014866359,-39.721138
6591534322.4892,-0.004305935,-39.750946,-0.004305935,-39.750946
6591560062.7932,-0.0073124673,-39.766079,-0.0073124673,-39.766079
6591585803.0972,-0.010164362,-39.817989,-0.010164362,-39.817989
6591611543.4012,-0.011229861,-39.824383,-0.011229861,-39.824383
6591637283.7052,-0.0022604333,-39.823227,-0.0022604333,-39.823227
6591663024.0092,-0.0069302819,-39.816975,-0.0069302819,-39.816975
6591688764.3132,-0.0084200613,-39.834957,-0.0084200613,-39.834957
6591714504.6172,-0.0029048591,-39.879189,-0.0029048591,-39.879189
6591740244.9212,-0.0087077031,-39.894718,-0.0087077031,-39.894718
6591765985.2252,-0.0015624992,-39.903149,-0.0015624992,-39.903149
6591791725.5292,-0.0095250839,-39.898632,-0.0095250839,-39.898632
6591817465.8332,-0.0048788795,-39.943413,-0.0048788795,-39.943413
6591843206.1372,-0.0064778738,-39.936501,-0.0064778738,-39.936501
6591868946.4412,-0.0038460277,-39.974014,-0.0038460277,-39.974014
6591894686.7452,-0.010840065,-39.971848,-0.010840065,-39.971848
6591920427.0492,-0.012579886,-39.985886,-0.012579886,-39.985886
6591946167.3532,-0.0049936846,-40.017677,-0.0049936846,-40.017677
6591971907.6572,-0.0066946093,-40.054604,-0.0066946093,-40.054604
6591997647.9613,-0.0080603408,-40.056046,-0.0080603408,-40.056046
6592023388.2653,-0.010456271,-40.055527,-0.010456271,-40.055527
6592049128.5693,-0.013160154,-40.090622,-0.013160154,-40.090622
6592074868.8733,-0.0048485589,-40.110344,-0.0048485589,-40.110344
6592100609.1773,-0.00076344429,-40.130764,-0.00076344429,-40.130764
6592126349.4813,-0.0059912964,-40.12188,-0.0059912964,-40.12188
6592152089.7853,-0.007573586,-40.155895,-0.007573586,-40.155895
6592177830.0893,-0.01333412,-40.17997,-0.01333412,-40.17997
6592203570.3933,-0.010300843,-40.184849,-0.010300843,-40.184849
6592229310.6973,-0.0022868507,-40.236858,-0.0022868507,-40.236858
6592255051.0013,-0.0067640911,-40.244881,-0.0067640911,-40.244881
6592280791.3053,-0.0069665802,-40.243488,-0.0069665802,-40.243488
6592306531.6093,-0.0084900893,-40.291618,-0.0084900893,-40.291618
6592332271.9133,-0.013138085,-40.261951,-0.013138085,-40.261951
6592358012.2173,-0.0038747867,-40.311619,-0.0038747867,-40.311619
6592383752.5213,-0.0054031727,-40.312737,-0.0054031727,-40.312737
6592409492.8253,-0.0097295186,-40.354576,-0.0097295186,-40.354576
6592435233.1293,-0.010521661,-40.368065,-0.010521661,-40.368065
6592460973.4333,-0.006035882,-40.392723,-0.006035882,-40.392723
6592486713.7374,-0.013525491,-40.381027,-0.013525491,-40.381027
6592512454.0414,-0.010542681,-40.390572,-0.010542681,-40.390572
6592538194.3454,-0.008352628,-40.415024,-0.008352628,-40.415024
6592563934.6494,-0.011663038,-40.43856,-0.011663038,-40.43856
6592589674.9534,-0.013450967,-40.460617,-0.013450967,-40.460617
6592615415.2574,-0.01172014,-40.457626,-0.01172014,-40.457626
6592641155.5614,-0.010415014,-40.502033,-0.010415014,-40.502033
6592666895.8654,-0.0093751373,-40.51136,-0.0093751373,-40.51136
6592692636.1694,-0.0082841581,-40.553867,-0.0082841581,-40.553867
6592718376.4734,-0.0075831809,-40.5438,-0.0075831809,-40.5438
6592744116.7774,-0.0077374741,-40.607159,-0.0077374741,-40.607159
6592769857.0814,-0.011290332,-40.590858,-0.011290332,-40.590858
6592795597.3854,-0.0074408208,-40.605736,-0.0074408208,-40.605736
6592821337.6894,-0.0079353405,-40.618626,-0.0079353405,-40.618626
6592847077.9934,-0.0086859157,-40.677837,-0.0086859157,-40.677837
6592872818.2974,-0.011871726,-40.687977,-0.011871726,-40.687977
6592898558.6014,-0.0091810962,-40.697651,-0.0091810962,-40.697651
6592924298.9054,-0.013281151,-40.684109,-0.013281151,-40.684109
6592950039.2094,-0.014651294,-40.739296,-0.014651294,-40.739296
6592975779.5135,-0.014581685,-40.759583,-0.014581685,-40.759583
6593001519.8175,-0.010525554,-40.772453,-0.010525554,-40.772453
6593027260.1215,-0.012244223,-40.817623,-0.012244223,-40.817623
6593053000.4255,-0.0053357859,-40.808815,-0.0053357859,-40.808815
6593078740.7295,-0.015351594,-40.818539,-0.015351594,-40.818539
6593104481.0335,-0.012931932,-40.84581,-0.012931932,-40.84581
6593130221.3375,-0.015648788,-40.842899,-0.015648788,-40.842899
6593155961.6415,-0.017848762,-40.905724,-0.017848762,-40.905724
6593181701.9455,-0.011552729,-40.944202,-0.011552729,-40.944202
6593207442.2495,-0.011351323,-40.949608,-0.011351323,-40.949608
6593233182.5535,-0.012758762,-40.929173,-0.012758762,-40.929173
6593258922.8575,-0.0076544923,-40.97192,-0.0076544923,-40.97192
6593284663.1615,-0.013413575,-40.996246,-0.013413575,-40.996246
6593310403.4655,-0.012000214,-41.02219,-0.012000214,-41.02219
6593336143.7695,-0.0098275878,-41.035,-0.0098275878,-41.035
6593361884.0735,-0.011303308,-41.049557,-0.011303308,-41.049557
6593387624.3775,-0.010204061,-41.078037,-0.010204061,-41.078037
6593413364.6815,-0.013915269,-41.100937,-0.013915269,-41.100937
6593439104.9855,-0.0071615595,-41.127899,-0.0071615595,-41.127899
6593464845.2896,-0.013665454,-41.146397,-0.013665454,-41.146397
6593490585.5936,-0.0055947122,-41.162865,-0.0055947122,-41.162865
6593516325.8976,-0.010911689,-41.148693,-0.010911689,-41.148693
6593542066.2016,-0.0041776742,-41.211067,-0.0041776742,-41.211067
6593567806.5056,-0.01245138,-41.217896,-0.01245138,-41.217896
6593593546.8096,-0.0099809235,-41.225796,-0.0099809235,-41.225796
6593619287.1136,-0.0086026564,-41.253391,-0.0086026564,-41.253391
6593645027.4176,-0.0050646942,-41.303589,-0.0050646942,-41.303589
6593670767.7216,-0.0067526833,-41.283459,-0.0067526833,-41.283459
6593696508.0256,-0.0066469056,-41.327435,-0.0066469056,-41.327435
6593722248.3296,-0.012163231,-41.35807,-0.012163231,-41.35807
6593747988.6336,-0.010800101,-41.355415,-0.010800101,-41.355415
6593773728.9376,-0.0018346672,-41.356678,-0.0018346672,-41.356678
6593799469.2416,-0.011756998,-41.402428,-0.011756998,-41.402428
6593825209.5456,-0.0083554806,-41.456211,-0.0083554806,-41.456211
6593850949.8496,-0.0084950179,-41.442921,-0.0084950179,-41.442921
6593876690.1536,-0.006648202,-41.450745,-0.006648202,-41.450745
6593902430.4576,-0.0060895407,-41.476734,-0.0060895407,-41.476734
6593928170.7616,-0.0060817641,-41.51693,-0.0060817641,-41.51693
6593953911.0657,-0.010101053,-41.530201,-0.010101053,-41.530201
6593979651.3697,-0.0071908594,-41.534378,-0.0071908594,-41.534378
6594005391.6737,-0.0068620937,-41.568581,-0.0068620937,-41.568581
6594031131.9777,-0.0076757562,-41.599945,-0.0076757562,-41.599945
6594056872.2817,-0.0059334915,-41.616985,-0.0059334915,-41.616985
6594082612.5857,-0.0050273752,-41.610611,-0.0050273752,-41.610611
6594108352.8897,-0.0041359579,-41.630852,-0.0041359579,-41.630852
6594134093.1937,-0.0052061989,-41.634296,-0.0052061989,-41.634296
6594159833.4977,-0.0041592778,-41.69035,-0.0041592778,-41.69035
6594185573.8017,-0.0095798243,-41.660065,-0.0095798243,-41.660065
6594211314.1057,-0.0079143345,-41.696114,-0.0079143345,-41.696114
6594237054.4097,-0.0082462924,-41.71011,-0.0082462924,-41.71011
6594262794.7137,-0.011314468,-41.733044,-0.011314468,-41.733044
6594288535.0177,-0.00037846935,-41.760979,-0.00037846935,-41.760979
6594314275.3217,-0.0055604992,-41.788284,-0.0055604992,-41.788284
6594340015.6257,-0.0068983915,-41.786224,-0.0068983915,-41.786224
6594365755.9297,-0.0077328063,-41.814705,-0.0077328063,-41.814705
6594391496.2337,-0.0089403726,-41.873173,-0.0089403726,-41.873173
6594417236.5377,-0.0024059906,-41.851315,-0.0024059906,-41.851315
6594442976.8418,-0.011456696,-41.872044,-0.011456696,-41.872044
6594468717.1458,-0.0087598385,-41.891022,-0.0087598385,-41.891022
6594494457.4498,-0.004651092,-41.892307,-0.004651092,-41.892307
6594520197.7538,-0.0077950438,-41.916069,-0.0077950438,-41.916069
6594545938.0578,-0.010886258,-41.925865,-0.010886258,-41.925865
6594571678.3618,-0.0070404746,-41.922703,-0.0070404746,-41.922703
6594597418.6658,-0.0084008686,-41.995659,-0.0084008686,-41.995659
6594623158.9698,-0.0058209943,-42.015141,-0.0058209943,-42.015141
6594648899.2738,-0.0044207252,-41.996365,-0.0044207252,-41.996365
6594674639.5778,-0.0055633499,-42.035229,-0.0055633499,-42.035229
6594700379.8818,-0.014863242,-42.061783,-0.014863242,-42.061783
6594726120.1858,-0.011102174,-42.07336,-0.011102174,-42.07336
6594751860.4898,-0.004443787,-42.06979,-0.004443787,-42.06979
6594777600.7938,-0.0066593499,-42.094025,-0.0066593499,-42.094025
6594803341.0978,-0.0091266213,-42.111851,-0.0091266213,-42.111851
6594829081.4018,-0.010816449,-42.128975,-0.010816449,-42.128975
6594854821.7058,-0.0045456244,-42.155575,-0.0045456244,-42.155575
6594880562.0098,-0.0082302121,-42.145355,-0.0082302121,-42.145355
6594906302.3138,-0.0088801943,-42.141655,-0.0088801943,-42.141655
6594932042.6179,-0.01109335,-42.207897,-0.01109335,-42.207897
6594957782.9219,-0.0093245506,-42.246414,-0.0093245506,-42.246414
6594983523.2259,-0.01008289,-42.238514,-0.01008289,-42.238514
6595009263.5299,-0.0094021168,-42.245632,-0.0094021168,-42.245632
6595035003.8339,-0.015916385,-42.25069,-0.015916385,-42.25069
6595060744.1379,-0.007457416,-42.323353,-0.007457416,-42.323353
6595086484.4419,-0.016699003,-42.323696,-0.016699003,-42.323696
6595112224.7459,-0.011595554,-42.362034,-0.011595554,-42.362034
6595137965.0499,-0.015095202,-42.356636,-0.015095202,-42.356636
6595163705.3539,-0.0086488249,-42.385769,-0.0086488249,-42.385769
6595189445.6579,-0.013019429,-42.371983,-0.013019429,-42.371983
6595215185.9619,-0.0047793668,-42.410072,-0.0047793668,-42.410072
6595240926.2659,-0.013231558,-42.425076,-0.013231558,-42.425076
6595266666.5699,-0.013358268,-42.458557,-0.013358268,-42.458557
6595292406.8739,-0.015456545,-42.455261,-0.015456545,-42.455261
6595318147.1779,-0.013097321,-42.511791,-0.013097321,-42.511791
6595343887.4819,-0.016146582,-42.464027,-0.016146582,-42.464027
6595369627.7859,-0.015382248,-42.534393,-0.015382248,-42.534393
6595395368.0899,-0.011244395,-42.531384,-0.011244395,-42.531384
6595421108.394,-0.015397835,-42.551167,-0.015397835,-42.551167
6595446848.698,-0.0076461942,-42.5783,-0.0076461942,-42.5783
6595472589.002,-0.013895532,-42.604847,-0.013895532,-42.604847
6595498329.306,-0.013801525,-42.59869,-0.013801525,-42.59869
6595524069.61,-0.011607234,-42.628407,-0.011607234,-42.628407
6595549809.914,-0.017098941,-42.683956,-0.017098941,-42.683956
6595575550.218,-0.011674458,-42.660789,-0.011674458,-42.660789
6595601290.522,-0.015928596,-42.701752,-0.015928596,-42.701752
6595627030.826,-0.016899098,-42.720261,-0.016899098,-42.720261
6595652771.13,-0.018301837,-42.715813,-0.018301837,-42.715813
6595678511.434,-0.011552729,-42.750969,-0.011552729,-42.750969
6595704251.738,-0.019767178,-42.762146,-0.019767178,-42.762146
6595729992.042,-0.015646189,-42.775913,-0.015646189,-42.775913
6595755732.346,-0.019175626,-42.825226,-0.019175626,-42.825226
6595781472.65,-0.018347329,-42.821941,-0.018347329,-42.821941
6595807212.954,-0.017510872,-42.851913,-0.017510872,-42.851913
6595832953.258,-0.017584685,-42.865696,-0.017584685,-42.865696
6595858693.562,-0.019853773,-42.879284,-0.019853773,-42.879284
6595884433.866,-0.019538607,-42.908993,-0.019538607,-42.908993
6595910174.1701,-0.014248204,-42.918159,-0.014248204,-42.918159
6595935914.4741,-0.020229556,-42.946102,-0.020229556,-42.946102
6595961654.7781,-0.018464571,-42.973503,-0.018464571,-42.973503
6595987395.0821,-0.017445376,-42.998325,-0.017445376,-42.998325
6596013135.3861,-0.02077027,-43.033257,-0.02077027,-43.033257
6596038875.6901,-0.022623103,-43.019058,-0.022623103,-43.019058
6596064615.9941,-0.011952971,-43.03323,-0.011952971,-43.03323
6596090356.2981,-0.016013555,-43.08387,-0.016013555,-43.08387
6596116096.6021,-0.01519703,-43.114033,-0.01519703,-43.114033
6596141836.9061,-0.020897202,-43.122231,-0.020897202,-43.122231
6596167577.2101,-0.015310549,-43.159912,-0.015310549,-43.159912
6596193317.5141,-0.018471589,-43.150684,-0.018471589,-43.150684
6596219057.8181,-0.01535575,-43.177578,-0.01535575,-43.177578
6596244798.1221,-0.01757195,-43.198341,-0.01757195,-43.198341
6596270538.4261,-0.018793436,-43.236179,-0.018793436,-43.236179
6596296278.7301,-0.023284091,-43.24659,-0.023284091,-43.24659
6596322019.0341,-0.022321789,-43.299644,-0.022321789,-43.299644
6596347759.3381,-0.020568177,-43.295918,-0.020568177,-43.295918
6596373499.6421,-0.019533928,-43.319805,-0.019533928,-43.319805
6596399239.9462,-0.013358008,-43.334484,-0.013358008,-43.334484
6596424980.2502,-0.019173546,-43.373379,-0.019173546,-43.373379
6596450720.5542,-0.014679345,-43.381763,-0.014679345,-43.381763
6596476460.8582,-0.01610657,-43.385361,-0.01610657,-43.385361
6596502201.1622,-0.013231298,-43.431393,-0.013231298,-43.431393
6596527941.4662,-0.017351814,-43.42878,-0.017351814,-43.42878
6596553681.7702,-0.017998742,-43.466175,-0.017998742,-43.466175
6596579422.0742,-0.01888651,-43.509789,-0.01888651,-43.509789
6596605162.3782,-0.014386891,-43.526733,-0.014386891,-43.526733
6596630902.6822,-0.014840904,-43.561466,-0.014840904,-43.561466
6596656642.9862,-0.015953798,-43.581631,-0.015953798,-43.581631
6596682383.2902,-0.017747393,-43.55962,-0.017747393,-43.55962
6596708123.5942,-0.020589244,-43.584415,-0.020589244,-43.584415
6596733863.8982,-0.017577408,-43.654613,-0.017577408,-43.654613
6596759604.2022,-0.01478376,-43.644756,-0.01478376,-43.644756
6596785344.5062,-0.021228852,-43.665821,-0.021228852,-43.665821
6596811084.8102,-0.015390041,-43.686127,-0.015390041,-43.686127
6596836825.1142,-0.02304831,-43.729,-0.02304831,-43.729
6596862565.4182,-0.016618447,-43.732925,-0.016618447,-43.732925
6596888305.7222,-0.016965104,-43.777954,-0.016965104,-43.777954
6596914046.0263,-0.018564397,-43.768837,-0.018564397,-43.768837
6596939786.3303,-0.021707254,-43.814587,-0.021707254,-43.814587
6596965526.6343,-0.018121693,-43.819801,-0.018121693,-43.819801
6596991266.9383,-0.019789802,-43.853603,-0.019789802,-43.853603
6597017007.2423,-0.013045393,-43.885525,-0.013045393,-43.885525
6597042747.5463,-0.015082994,-43.892002,-0.015082994,-43.892002
6597068487.8503,-0.020560633,-43.919052,-0.020560633,-43.919052
6597094228.1543,-0.022584071,-43.921062,-0.022584071,-43.921062
6597119968.4583,-0.015988093,-43.956615,-0.015988093,-43.956615
6597145708.7623,-0.018030714,-43.984436,-0.018030714,-43.984436
6597171449.0663,-0.017893991,-43.991474,-0.017893991,-43.991474
6597197189.3703,-0.01639602,-44.011612,-0.01639602,-44.011612
6597222929.6743,-0.016579989,-44.053558,-0.016579989,-44.053558
6597248669.9783,-0.016433956,-44.066711,-0.016433956,-44.066711
6597274410.2823,-0.020624356,-44.076233,-0.020624356,-44.076233
6597300150.5863,-0.014385073,-44.120529,-0.014385073,-44.120529
6597325890.8903,-0.020387419,-44.119736,-0.020387419,-44.119736
6597351631.1943,-0.011817995,-44.128597,-0.011817995,-44.128597
6597377371.4984,-0.022546601,-44.150612,-0.022546601,-44.150612
6597403111.8024,-0.018500185,-44.16003,-0.018500185,-44.16003
6597428852.1064,-0.017023318,-44.174129,-0.017023318,-44.174129
6597454592.4104,-0.01804319,-44.217869,-0.01804319,-44.217869
6597480332.7144,-0.021018934,-44.220615,-0.021018934,-44.220615
6597506073.0184,-0.020914888,-44.24551,-0.020914888,-44.24551
6597531813.3224,-0.016566997,-44.271217,-0.016566997,-44.271217
6597557553.6264,-0.02294994,-44.289692,-0.02294994,-44.289692
6597583293.9304,-0.015934572,-44.305447,-0.015934572,-44.305447
6597609034.2344,-0.020902144,-44.339836,-0.020902144,-44.339836
6597634774.5384,-0.018902369,-44.357273,-0.018902369,-44.357273
6597660514.8424,-0.015418097,-44.384747,-0.015418097,-44.384747
6597686255.1464,-0.02076767,-44.408363,-0.02076767,-44.408363
6597711995.4504,-0.022658492,-44.404625,-0.022658492,-44.404625
6597737735.7544,-0.015756864,-44.448193,-0.015756864,-44.448193
6597763476.0584,-0.01668497,-44.470451,-0.01668497,-44.470451
6597789216.3624,-0.021282179,-44.461037,-0.021282179,-44.461037
6597814956.6664,-0.019021705,-44.496372,-0.019021705,-44.496372
6597840696.9704,-0.015519932,-44.560875,-0.015519932,-44.560875
6597866437.2744,-0.016622346,-44.542751,-0.016622346,-44.542751
6597892177.5785,-0.019830368,-44.557766,-0.019830368,-44.557766
6597917917.8825,-0.018817874,-44.589333,-0.018817874,-44.589333
6597943658.1865,-0.019907862,-44.588348,-0.019907862,-44.588348
6597969398.4905,-0.013736086,-44.632591,-0.013736086,-44.632591
6597995138.7945,-0.015361985,-44.628532,-0.015361985,-44.628532
6598020879.0985,-0.0177214,-44.645428,-0.0177214,-44.645428
6598046619.4025,-0.019533928,-44.693127,-0.019533928,-44.693127
6598072359.7065,-0.018311976,-44.701664,-0.018311976,-44.701664
6598098100.0105,-0.012175172,-44.757893,-0.012175172,-44.757893
6598123840.3145,-0.016053567,-44.76368,-0.016053567,-44.76368
6598149580.6185,-0.015922619,-44.807789,-0.015922619,-44.807789
6598175320.9225,-0.020429032,-44.783001,-0.020429032,-44.783001
6598201061.2265,-0.014098095,-44.815689,-0.014098095,-44.815689
6598226801.5305,-0.017810814,-44.856537,-0.017810814,-44.856537
6598252541.8345,-0.016098255,-44.854828,-0.016098255,-44.854828
6598278282.1385,-0.015789598,-44.874496,-0.015789598,-44.874496
6598304022.4425,-0.013374627,-44.901695,-0.013374627,-44.901695
6598329762.7465,-0.020035287,-44.932449,-0.020035287,-44.932449
6598355503.0505,-0.014242231,-44.970581,-0.014242231,-44.970581
6598381243.3546,-0.019227108,-44.946987,-0.019227108,-44.946987
6598406983.6586,-0.012133638,-44.987495,-0.012133638,-44.987495
6598432723.9626,-0.017280862,-45.01461,-0.017280862,-45.01461
6598458464.2666,-0.015042471,-45.047028,-0.015042471,-45.047028
6598484204.5706,-0.015816618,-45.080208,-0.015816618,-45.080208
6598509944.8746,-0.01340241,-45.075138,-0.01340241,-45.075138
6598535685.1786,-0.01394825,-45.087868,-0.01394825,-45.087868
6598561425.4826,-0.021453869,-45.121067,-0.021453869,-45.121067
6598587165.7866,-0.013835025,-45.148304,-0.013835025,-45.148304
6598612906.0906,-0.016926125,-45.15937,-0.016926125,-45.15937
6598638646.3946,-0.013974738,-45.207466,-0.013974738,-45.207466
6598664386.6986,-0.017045666,-45.191376,-0.017045666,-45.191376
6598690127.0026,-0.016577132,-45.244064,-0.016577132,-45.244064
6598715867.3066,-0.013449928,-45.265785,-0.013449928,-45.265785
6598741607.6106,-0.023482667,-45.274342,-0.023482667,-45.274342
6598767347.9146,-0.016449029,-45.292587,-0.016449029,-45.292587
6598793088.2186,-0.013513805,-45.317902,-0.013513805,-45.317902
6598818828.5226,-0.015719712,-45.324837,-0.015719712,-45.324837
6598844568.8266,-0.014813631,-45.369865,-0.014813631,-45.369865
6598870309.1307,-0.016324045,-45.390106,-0.016324045,-45.390106
6598896049.4347,-0.017440958,-45.43782,-0.017440958,-45.43782
6598921789.7387,-0.021083442,-45.443363,-0.021083442,-45.443363
6598947530.0427,-0.01574829,-45.490517,-0.01574829,-45.490517
6598973270.3467,-0.01335697,-45.4706,-0.01335697,-45.4706
6598999010.6507,-0.016458903,-45.509571,-0.016458903,-45.509571
6599024750.9547,-0.012380769,-45.532623,-0.012380769,-45.532623
6599050491.2587,-0.012105084,-45.543507,-0.012105084,-45.543507
6599076231.5627,-0.016782157,-45.592163,-0.016782157,-45.592163
6599101971.8667,-0.015347698,-45.620529,-0.015347698,-45.620529
